Year ended March,Measure,Region,Region Code,Value,Value Unit,Value Label,Null Reason,Metadata 1
2012,Regional GDP per person,Southland,Southland Region,52287,nzd,NZD per person,,Revised
2012,Regional GDP per person,Marlborough,Marlborough Region,46743,nzd,NZD per person,,Revised
2012,Regional GDP per person,"Nelson, Tasman","Tasman, Nelson",39447,nzd,NZD per person,,Revised
2012,Regional GDP per person,North Island,Total North Island,49017,nzd,NZD per person,,Revised
2012,Regional GDP per person,South Island,Total South Island,46531,nzd,NZD per person,,Revised
2012,Regional GDP per person,New Zealand,Total New Zealand,48431,nzd,NZD per person,
2013,Regional GDP per person,Northland,Northland Region,32605,nzd,NZD per person,,Revised
2013,Regional GDP per person,Auckland,Auckland Region,52522,nzd,NZD per person,,Revised
2013,Regional GDP per person,Waikato,Waikato Region,43067,nzd,NZD per person,,Revised
2013,Regional GDP per person,Bay of Plenty,Bay of Plenty Region,40874,nzd,NZD per person,,Revised
2013,Regional GDP per person,Gisborne,Gisborne Region,33669,nzd,NZD per person,,Revised
2013,Regional GDP per person,Hawke's Bay,Hawke's Bay Region,39684,nzd,NZD per person,
2013,Regional GDP per person,Taranaki,Taranaki Region,76979,nzd,NZD per person,,Revised
2013,Regional GDP per person,Manawatū-Whanganui,Manawatu-Wanganui Region,37754,nzd,NZD per person,,Revised
2013,Regional GDP per person,Wellington,Wellington Region,61195,nzd,NZD per person,,Revised
2013,Regional GDP per person,West Coast,West Coast Region,48135,nzd,NZD per person,,Revised
2013,Regional GDP per person,Canterbury,Canterbury Region,49463,nzd,NZD per person,,Revised
2013,Regional GDP per person,Otago,Otago Region,44604,nzd,NZD per person,,Revised
2013,Regional GDP per person,Southland,Southland Region,50361,nzd,NZD per person,,Revised
2013,Regional GDP per person,Marlborough,Marlborough Region,48972,nzd,NZD per person,,Revised
2013,Regional GDP per person,"Nelson, Tasman","Tasman, Nelson",40106,nzd,NZD per person,,Revised
2013,Regional GDP per person,North Island,Total North Island,49609,nzd,NZD per person,,Revised
2013,Regional GDP per person,South Island,Total South Island,47635,nzd,NZD per person,,Revised
2013,Regional GDP per person,New Zealand,Total New Zealand,49143,nzd,NZD per person,
2014,Regional GDP per person,Northland,Northland Region,35177,nzd,NZD per person,,Revised
2014,Regional GDP per person,Auckland,Auckland Region,54620,nzd,NZD per person,,Revised
2014,Regional GDP per person,Waikato,Waikato Region,47374,nzd,NZD per person,,Revised
2014,Regional GDP per person,Bay of Plenty,Bay of Plenty Region,42318,nzd,NZD per person,,Revised
2014,Regional GDP per person,Gisborne,Gisborne Region,34804,nzd,NZD per person,,Revised
2014,Regional GDP per person,Hawke's Bay,Hawke's Bay Region,41577,nzd,NZD per person,,Revised
2014,Regional GDP per person,Taranaki,Taranaki Region,81226,nzd,NZD per person,,Revised
2014,Regional GDP per person,Manawatū-Whanganui,Manawatu-Wanganui Region,39941,nzd,NZD per person,,Revised
2014,Regional GDP per person,Wellington,Wellington Region,63285,nzd,NZD per person,,Revised
2014,Regional GDP per person,West Coast,West Coast Region,51541,nzd,NZD per person,,Revised
2014,Regional GDP per person,Canterbury,Canterbury Region,54071,nzd,NZD per person,,Revised
2014,Regional GDP per person,Otago,Otago Region,47525,nzd,NZD per person,,Revised
2014,Regional GDP per person,Southland,Southland Region,57134,nzd,NZD per person,,Revised
2014,Regional GDP per person,Marlborough,Marlborough Region,53917,nzd,NZD per person,,Revised
2014,Regional GDP per person,"Nelson, Tasman","Tasman, Nelson",42572,nzd,NZD per person,,Revised
2014,Regional GDP per person,North Island,Total North Island,52006,nzd,NZD per person,,Revised
2014,Regional GDP per person,South Island,Total South Island,51876,nzd,NZD per person,,Revised
2014,Regional GDP per person,New Zealand,Total New Zealand,51976,nzd,NZD per person,
2015,Regional GDP per person,Northland,Northland Region,35552,nzd,NZD per person,,Revised
2015,Regional GDP per person,Auckland,Auckland Region,57654,nzd,NZD per person,,Revised
2015,Regional GDP per person,Waikato,Waikato Region,46565,nzd,NZD per person,,Revised
2015,Regional GDP per person,Bay of Plenty,Bay of Plenty Region,42259,nzd,NZD per person,,Revised
2015,Regional GDP per person,Gisborne,Gisborne Region,35836,nzd,NZD per person,,Revised
2015,Regional GDP per person,Hawke's Bay,Hawke's Bay Region,41569,nzd,NZD per person,,Revised
2015,Regional GDP per person,Taranaki,Taranaki Region,78513,nzd,NZD per person,,Revised
2015,Regional GDP per person,Manawatū-Whanganui,Manawatu-Wanganui Region,40099,nzd,NZD per person,,Revised
2015,Regional GDP per person,Wellington,Wellington Region,64907,nzd,NZD per person,,Revised
2015,Regional GDP per person,West Coast,West Coast Region,49053,nzd,NZD per person,,Revised
2015,Regional GDP per person,Canterbury,Canterbury Region,55364,nzd,NZD per person,,Revised
2015,Regional GDP per person,Otago,Otago Region,47600,nzd,NZD per person,,Revised
2015,Regional GDP per person,Southland,Southland Region,53996,nzd,NZD per person,,Revised
2015,Regional GDP per person,Marlborough,Marlborough Region,55582,nzd,NZD per person,,Revised
2015,Regional GDP per person,"Nelson, Tasman","Tasman, Nelson",43193,nzd,NZD per person,,Revised
2015,Regional GDP per person,North Island,Total North Island,53407,nzd,NZD per person,,Revised
2015,Regional GDP per person,South Island,Total South Island,52353,nzd,NZD per person,,Revised
2015,Regional GDP per person,New Zealand,Total New Zealand,53160,nzd,NZD per person,
2016,Regional GDP per person,Northland,Northland Region,37536,nzd,NZD per person,,Revised
2016,Regional GDP per person,Auckland,Auckland Region,61240,nzd,NZD per person,,Revised
2016,Regional GDP per person,Waikato,Waikato Region,47109,nzd,NZD per person,,Revised
2016,Regional GDP per person,Bay of Plenty,Bay of Plenty Region,44919,nzd,NZD per person,,Revised
2016,Regional GDP per person,Gisborne,Gisborne Region,37509,nzd,NZD per person,,Revised
2016,Regional GDP per person,Hawke's Bay,Hawke's Bay Region,42625,nzd,NZD per person,,Revised
2016,Regional GDP per person,Taranaki,Taranaki Region,67146,nzd,NZD per person,,Revised
2016,Regional GDP per person,Manawatū-Whanganui,Manawatu-Wanganui Region,40802,nzd,NZD per person,,Revised
2016,Regional GDP per person,Wellington,Wellington Region,66250,nzd,NZD per person,,Revised
2016,Regional GDP per person,West Coast,West Coast Region,45897,nzd,NZD per person,,Revised
2016,Regional GDP per person,Canterbury,Canterbury Region,55758,nzd,NZD per person,,Revised
2016,Regional GDP per person,Otago,Otago Region,49742,nzd,NZD per person,,Revised
2016,Regional GDP per person,Southland,Southland Region,51801,nzd,NZD per person,,Revised
2016,Regional GDP per person,Marlborough,Marlborough Region,56964,nzd,NZD per person,,Revised
2016,Regional GDP per person,"Nelson, Tasman","Tasman, Nelson",44845,nzd,NZD per person,,Revised
2016,Regional GDP per person,North Island,Total North Island,55299,nzd,NZD per person,,Revised
2016,Regional GDP per person,South Island,Total South Island,52928,nzd,NZD per person,,Revised
2016,Regional GDP per person,New Zealand,Total New Zealand,54742,nzd,NZD per person,,Revised
2017,Regional GDP per person,Northland,Northland Region,39356,nzd,NZD per person,,Revised
2017,Regional GDP per person,Auckland,Auckland Region,63734,nzd,NZD per person,,Revised
